timestamp,attention,eyes_closed
2022-09-03 16:22:05.397520,72.5,0.0
2022-09-03 16:22:05.473540,72.0,0.0
2022-09-03 16:22:05.553554,71.5,0.0
2022-09-03 16:22:05.632735,71.0,0.0
2022-09-03 16:22:05.709523,70.5,0.0
2022-09-03 16:22:05.786543,70.0,0.0
2022-09-03 16:22:05.862892,69.5,0.0
2022-09-03 16:22:05.939910,69.0,0.0
2022-09-03 16:22:06.019441,68.5,0.07853221893310547
2022-09-03 16:22:06.099118,68.0,0.0
2022-09-03 16:22:06.178134,67.5,0.0
2022-09-03 16:22:06.257155,67.0,0.0
2022-09-03 16:22:06.336179,66.5,0.08401703834533691
2022-09-03 16:22:06.416197,66.0,0.08401703834533691
2022-09-03 16:22:06.486735,65.5,0.07101607322692871
2022-09-03 16:22:06.558752,65.0,0.14203095436096191
2022-09-03 16:22:06.629767,64.5,0.21198463439941406
2022-09-03 16:22:06.701721,64.0,0.2850027084350586
2022-09-03 16:22:06.774738,63.5,0.35701727867126465
2022-09-03 16:22:06.844753,63.0,0.4270331859588623
2022-09-03 16:22:06.915770,62.5,0.5040507316589355
2022-09-03 16:22:07.008736,62.0,0.589012622833252
2022-09-03 16:22:07.072749,61.5,0.654029369354248
2022-09-03 16:22:07.141765,61.0,0.7230443954467773
2022-09-03 16:22:07.213782,60.5,0.7230443954467773
2022-09-03 16:22:07.294152,60.0,0.08201718330383301
2022-09-03 16:22:07.370168,59.5,0.15503430366516113
2022-09-03 16:22:07.446467,59.0,0.23133468627929688
2022-09-03 16:22:07.523490,58.5,0.3128681182861328
2022-09-03 16:22:07.602015,58.0,0.3874387741088867
2022-09-03 16:22:07.682590,57.5,0.4684581756591797
2022-09-03 16:22:07.762608,57.0,0.0
2022-09-03 16:22:07.840133,56.5,0.0
2022-09-03 16:22:07.919156,56.0,0.0
2022-09-03 16:22:07.996377,55.5,0.0
2022-09-03 16:22:08.073407,55.0,0.0
2022-09-03 16:22:08.151425,54.5,0.0
2022-09-03 16:22:08.231443,54.0,0.0
2022-09-03 16:22:08.310464,53.5,0.0
2022-09-03 16:22:08.388464,53.0,0.0
2022-09-03 16:22:08.468054,52.5,0.0
2022-09-03 16:22:08.546411,52.0,0.0
2022-09-03 16:22:08.627427,51.5,0.0
2022-09-03 16:22:08.704444,51.0,0.0
2022-09-03 16:22:08.780462,50.5,0.0
2022-09-03 16:22:08.858479,50.0,0.0
2022-09-03 16:22:08.939512,49.5,0.0
2022-09-03 16:22:09.021530,49.0,0.0
2022-09-03 16:22:09.100549,48.5,0.0
2022-09-03 16:22:09.174659,48.0,0.0
2022-09-03 16:22:09.254677,47.5,0.0
2022-09-03 16:22:09.334695,47.0,0.0856025218963623
2022-09-03 16:22:09.412298,46.5,0.0
2022-09-03 16:22:09.488457,46.0,0.0
2022-09-03 16:22:09.572474,45.5,0.0
2022-09-03 16:22:09.643307,45.0,0.0
2022-09-03 16:22:09.921133,44.5,0.0
2022-09-03 16:22:10.004153,44.0,0.0
2022-09-03 16:22:10.079249,43.5,0.0
2022-09-03 16:22:10.158266,43.0,0.0
2022-09-03 16:22:10.239285,42.5,0.0
2022-09-03 16:22:10.315303,42.0,0.07901740074157715
2022-09-03 16:22:10.393320,41.5,0.0
2022-09-03 16:22:10.475351,41.0,0.0
2022-09-03 16:22:10.551295,40.5,0.0
2022-09-03 16:22:10.629309,40.0,0.0
2022-09-03 16:22:10.705327,39.5,0.0
2022-09-03 16:22:10.781720,39.0,0.0
2022-09-03 16:22:10.859230,38.5,0.0
2022-09-03 16:22:10.941246,38.0,0.0
2022-09-03 16:22:11.018267,37.5,0.0
2022-09-03 16:22:11.091283,37.0,0.0
2022-09-03 16:22:11.174303,36.5,0.0
2022-09-03 16:22:11.249322,36.0,0.0
2022-09-03 16:22:11.328337,35.5,0.0
2022-09-03 16:22:11.411358,35.0,0.0
2022-09-03 16:22:11.497375,34.5,0.0
2022-09-03 16:22:11.582394,34.0,0.0
2022-09-03 16:22:11.660412,33.5,0.0
2022-09-03 16:22:11.754433,33.0,0.0
2022-09-03 16:22:11.827449,32.5,0.0
2022-09-03 16:22:11.910011,32.0,0.0
2022-09-03 16:22:12.001031,31.5,0.0
2022-09-03 16:22:12.077055,31.0,0.0
2022-09-03 16:22:12.153072,30.5,0.0
2022-09-03 16:22:12.234090,30.0,0.0
2022-09-03 16:22:12.312613,29.5,0.0
2022-09-03 16:22:12.393632,29.0,0.0
2022-09-03 16:22:12.487655,28.5,0.0
2022-09-03 16:22:12.565672,28.0,0.0
2022-09-03 16:22:12.641688,27.5,0.0
2022-09-03 16:22:12.723706,27.0,0.0
2022-09-03 16:22:12.800728,26.5,0.0
2022-09-03 16:22:12.864744,26.0,0.0
